2132,49039,53169,56886,56076,52280,46780,71116,73355,75041,85694,82786,76471,46175,51939,60127,52376,56265,49265,53435,55896,59312,69908,63163,59016
2162,49965,54504,57867,54547,52329,46702,67800,74022,73286,82439,84492,75808,46296,50294,53553,52076,54637,47743,52863,57182,58580,62761,65798,56455
2192,47967,55608,58514,53508,52359,46100,69351,71857,69800,82959,84753,73204,45851,53882,55298,53410,52592,47049,55616,56853,59710,64853,62635,58378
2222,50573,56404,57476,57794,56924,48131,67988,71429,71078,85039,84416,74173,46541,54716,55565,57076,55784,51316,53737,55618,59637,64994,66296,60280
2252,49808,58239,57186,57637,51486,45529,72314,68553,69245,80643,80296,71712,46576,53639,53145,55367,51751,51375,54286,56022,57643,64137,61990,60463
2282,49525,58010,57084,55563,52400,47545,71518,67410,68545,81341,84127,73520,47661,49141,54373,54753,52447,46965,52873,54704,59527,65465,63682,59914
2312,49435,54957,58745,56763,54861,49922,68588,70800,74024,83545,84602,72310,48241,53916,56896,55239,57757,48720,53645,62014,58980,66898,68820,60194
2342,48273,50749,60373,53892,52839,47992,64825,70371,72082,79720,82865,70598,47498,52424,52422,54365,56973,47978,56606,55867,59471,65782,64635,60139
2372,51357,53541,56320,54957,51796,46761,68453,68747,67706,80739,79612,71082,48425,51892,53010,56167,56037,52031,54935,55339,60222,68455,64718,62435
2402,50141,56292,58329,57071,52488,48337,67861,71708,67155,80045,78824,72465,46645,53439,56194,53629,54814,49159,55771,59384,60467,68725,63018,61424
2432,49216,53551,58947,53753,51771,46678,65496,68531,66847,78957,78251,67925,44380,52192,57555,56429,54994,50627,53943,56624,60255,69004,62086,59975
2462,50461,54031,59086,53367,50402,46710,71082,66080,66145,76137,77986,68345,46839,52214,51218,53135,53755,45802,54210,56231,57024,65020,63284,59639
2492,50973,55847,58659,55635,53157,47686,66206,70643,71290,78308,76051,69702,46963,53231,55896,54488,55833,48437,53612,58124,61343,68567,66512,60604
2522,49235,56329,59645,57067,49606,49204,63753,70888,74871,77886,77500,68802,44206,51775,54451,53302,53506,49390,53659,55508,57484,67578,62116,59586
2552,49080,56167,55927,55296,54063,46284,66320,72220,65237,75159,76657,68600,45461,49857,52647,53676,58535,49139,54216,55665,59641,66522,63261,59645
2582,47918,54602,58771,54282,54231,46306,67749,68316,68833,74639,74759,67065,49167,51673,57437,55943,59445,47082,53845,55665,61931,70718,64520,60227
2612,49257,56018,57810,58261,53269,48157,66508,67341,73049,74918,76610,63906,43657,50912,53425,53429,52755,46778,53357,55239,57747,65227,64163,58920
2642,50082,54557,58443,57769,53310,47845,64778,66857,68622,73606,74598,66202,43835,51057,53210,53465,56108,48280,53271,55710,60231,69516,65237,61378
2672,49614,54945,58216,57365,54745,48165,63622,70096,68263,74920,74275,64818,47227,53153,55102,57190,53661,48724,56694,59494,61041,69937,66235,62747
2702,49631,54157,56986,54339,53427,47480,65382,69041,70008,72896,72351,64594,43461,51661,53220,51624,54565,49592,55710,56141,60755,69351,64698,58655
2732,50202,53098,56496,57967,54871,49029,70055,66145,70990,69049,76392,65520,47727,51727,57212,53704,54239,50978,52594,59512,60139,65986,67998,63022
2762,45369,52239,56339,53767,54961,47869,68810,64802,69775,69386,73820,66153,45122,51167,54806,53445,54467,46161,55578,55824,56135,68363,64751,59469
2792,45951,50643,53665,57818,51512,48182,61151,65902,63871,72451,74822,62622,46857,53582,53171,54563,56584,47712,56525,56873,58631,70155,64739,59159
2822,49988,57457,55929,55775,52027,47724,62253,68892,70398,72688,73310,63678,48276,52667,54159,52975,53955,48231,53637,57325,58945,68527,64167,61296
2852,44541,51782,55414,56461,52284,48088,67131,65235,67422,68839,69578,64612,44467,51982,51488,53557,58131,47449,55537,59969,57618,68478,64635,58310
2882,45361,54018,54937,55882,52922,47424,61629,65569,69361,69537,67927,61216,46629,52271,52957,54151,53665,47343,52931,56598,59173,68473,63696,60861
2912,44776,49265,53969,54551,52157,48108,66529,64225,67371,65267,69310,60143,45698,52220,55502,53390,57710,47412,54327,55000,58173,70094,62706,61096
4052.25,39145,42641,48463,60280,57743,52080,56498,62800,61302,58086,57386,52088,47227,52569,59443,54745,55451,50659,54208,57637,59386,72106,67545,60471
4082.25,37004,38890,44990,60014,56949,52076,54575,55490,56559,56524,56839,52094,46378,52098,56508,54408,54439,48471,53837,56935,57263,68280,64686,61025
