3390.25,48637,48486,51839,53037,49186,44435,57167,61278,63163,65704,67127,59878,63065,71051,72859,62484,66129,55976,64022,69033,72567,75033,73110,65567
3420.25,51743,49143,54227,51504,46775,43525,59714,60792,63894,68716,67553,58196,64406,69943,68349,61041,66078,56439,60782,68890,70906,76392,71765,64373
3450.25,50524,51855,53018,53769,49443,45353,55967,62798,65531,65657,68055,60102,63900,69224,74753,63165,63892,55353,63416,70894,72314,76227,72614,65133
3480.25,48033,49876,51557,53682,49296,45263,56178,62094,64637,63547,66363,60455,63582,68624,70596,63533,64057,55771,62888,70382,73451,73604,74435,66092
3510.25,48361,48124,52855,52257,48639,43376,55018,64002,63559,66812,67073,57778,61727,69080,72171,60829,65725,54867,62786,69355,71708,74712,70896,64912
3540.25,48924,47965,55643,51920,48535,44322,55341,59790,66173,65020,67604,59908,61861,69186,69963,61490,63731,56457,62857,70592,72780,74835,71596,64214
3570.25,45900,48467,53065,52878,50818,45053,56051,67114,67643,65592,66953,59112,61698,69000,71778,62043,64931,55857,64761,69098,72416,74059,70675,64788
3600.25,44231,48973,56053,51102,48378,45586,55355,60384,61431,65339,65053,58108,61000,68192,69255,61471,64825,54786,62204,69224,70518,73041,71324,64300
3630.25,48788,52580,53827,55741,50733,44192,59965,66769,65218,65329,68149,59761,61351,69259,71367,62147,66290,54137,61724,70806,68545,75410,71308,64792
3660.25,45625,52222,56435,53280,47476,42869,55890,62059,67314,63990,66743,57649,61247,71443,71990,63075,62602,54159,59384,67986,70353,73149,73061,63082
3690.25,46198,49429,53514,54298,46425,43027,57908,64700,65529,65008,66133,57784,60471,68616,68851,61706,63065,54151,60994,68208,70261,73004,70551,63000
3720.25,46106,46596,48845,50431,47206,45025,52325,61927,63716,62818,65729,58890,61663,65941,68639,61704,63257,53827,60306,67653,70343,74451,70451,62649
3750.25,46880,45086,51880,51122,46941,43614,54455,57912,61059,63412,65980,58431,60063,64761,67422,60547,62816,54135,60963,68275,69388,73402,69402,63253
3780.25,45816,49990,55773,51710,48014,43024,58965,65675,62527,67527,70575,60059,60084,66271,68843,62969,61814,53098,60784,68067,69524,71522,69429,60335
3810.25,44529,47843,51494,48863,46878,42182,54696,59167,62592,62478,63410,56606,59108,65937,67275,60178,60720,51563,61322,68547,68196,71135,68278,62267
3840.25,45310,52210,55984,52249,45182,42727,54616,61861,63525,62429,65135,57273,58937,63561,67363,59067,64288,51955,60204,65775,70671,74008,67586,61129
3870.25,44624,51547,49259,51555,46304,42000,54218,58131,59724,63045,65914,56727,57375,65204,66602,61931,60484,52314,59984,68920,69035,73620,68451,62041
3900.25,44282,47567,53439,48033,45722,41167,56053,59216,63427,61825,65190,56561,58063,66120,68986,59006,61402,52445,59561,67192,67910,73292,69812,60529
3930.25,45110,43612,47675,50018,46476,41647,52594,58855,59871,62537,64276,56494,60794,63894,67110,59039,61704,52404,60465,67035,68194,70547,69757,61437
3960.25,42971,46400,51467,51194,46449,42802,57667,62047,63347,64333,65920,57310,59645,64669,67402,58786,60876,52386,61471,67298,68161,69645,68141,61914
3990.25,43531,44843,48084,49331,44957,42071,52757,59467,58676,60929,64961,56384,56510,63029,65565,59653,61339,53229,58490,66735,70435,69565,66986,60612
4020.25,43765,48151,48973,51678,45337,40984,54541,61261,61855,63361,63551,55902,58378,63861,68286,58045,59843,51618,59071,65369,68598,70563,67806,61776
4050.25,42871,44206,48867,48357,46012,40880,53435,57616,59269,61657,62655,56012,58527,64845,65565,57869,59649,50663,58318,65612,66757,70092,66939,60796
4080.25,43229,45194,51200,48980,44976,40057,56175,57339,59161,60776,63678,55475,57408,63378,64671,56380,58739,50604,58698,63929,67167,69608,67012,60543
4110.25,45076,46867,49175,47663,44749,40645,52453,57284,59878,60347,63578,55820,59388,63555,65473,56624,59255,50947,60418,65467,66698,69731,68018,59896
4140.25,42706,43231,50984,49212,45786,40971,54682,57051,57208,62524,61676,56333,58080,62251,66990,57080,58841,50871,58553,65459,67569,68878,66937,59400
4170.25,41384,48398,51633,50845,45761,39384,55449,57225,64175,60635,64980,54604,57488,64233,68086,55563,60325,49624,58837,65737,67076,69300,65973,59961
4200.25,43263,45182,47829,48520,44506,40165,52543,58514,60471,64739,63490,57202,57737,63575,65284,54947,59194,51706,60076,62824,67363,68773,67118,61084
4230.25,43320,45929,48906,48402,45867,40945,53124,56475,58043,62716,63153,55365,57671,59878,66194,55657,61016,49584,57741,62555,66071,68825,65822,59390
4260.25,42176,44151,53606,46931,43908,41780,51522,55339,61949,61692,61482,54906,55810,62996,68000,55363,60265,49076,57424,64998,69029,67243,64459,58641
4290.25,41710,46980,51073,49092,44200,39500,53173,58096,60953,60920,62282,54827,56155,61347,63649,55555,59567,50525,56500,63925,66063,68251,65098,58931
4320.25,42224,42486,48445,44945,44318,41792,51267,54429,56243,59510,61682,55392,56227,62198,62459,55222,58186,49088,57724,62735,65075,70378,65678,57280
4350.25,41835,44610,47820,49704,44208,41510,51512,57310,58937,60851,62590,54329,55782,61688,64786,54100,57743,49129,58016,62220,64961,65892,66227,58794
4380.25,42676,44416,48357,46992,45694,39865,50359,56506,59461,64041,62859,54643,54273,62727,64976,52837,56404,48363,57224,62702,63751,67686,63327,57614
4410.25,41802,44931,50449,48625,44433,40096,51878,57175,58078,61106,60780,53435,53998,60424,61743,55592,58724,49284,57002,64406,65033,66573,66390,58871
4440.25,43798,45594,49396,45939,44465,39233,50490,56298,62016,66631,62143,57292,56494,60990,64965,53543,58631,49924,55416,62618,65039,68073,64092,57882
4470.25,42200,43710,49976,46651,43961,39676,51673,60704,57606,60808,61722,53863,57129,60820,63794,53369,56486,48024,57063,63624,66880,65133,64994,57259
4500.25,42082,43408,47227,45543,44012,39920,54576,56516,57616,60178,62645,52733,55302,60986,63269,54590,56535,48680,56053,65286,64867,65584,63533,57816
4530.25,41780,47445,50686,45873,43580,38959,51333,56265,57980,62253,61171,55888,54839,60339,64580,53706,56412,48886,55304,63565,67465,68282,65578,57088
4560.25,39845,47753,49912,47339,43369,39002,52547,57137,59527,61975,62012,53576,55718,61155,62927,54137,56833,47729,54902,64133,64782,67737,63998,58290
4590.25,42145,44153,54067,44443,42639,39425,51188,54004,59316,60490,59886,52902,54308,59557,63735,51035,57241,48065,55680,61896,65235,65122,64008,59212
4620.25,41202,42949,47547,47100,41927,38878,50584,54851,59996,62869,61586,56073,54139,60265,63427,51573,57316,47282,54296,61490,63318,64992,64365,56075
4650.25,39888,44267,49110,44588,42998,38875,51306,57531,56267,60747,61935,53422,55508,58627,61306,50875,55716,47527,54120,61476,61929,64825,63059,55743
4680.25,41447,43490,52488,45945,42000,38212,50590,54380,58175,62398,60098,54065,55975,58914,66306,50196,56729,47975,57825,61720,61767,66578,62012,54931
4710.25,41357,44278,52159,43961,43837,39988,50414,55782,57292,62620,61180,54753,54406,58353,63114,50424,56118,46927,53733,61629,63286,66243,62559,57388
4740.25,41782,43761,48757,46745,42610,39961,51386,54218,54894,61239,60353,53447,55488,59457,65902,50196,54978,45845,53584,59851,60957,62747,64549,55535
4770.25,40555,43790,48637,45314,42939,38943,50647,54912,56882,59229,60869,53076,55082,59149,60196,49557,55104,46367,53304,60145,60588,63341,62016,56404
4800.25,39939,45208,48498,46908,44498,39276,50402,55204,60302,60812,61271,53925,54290,58182,61555,50610,54773,46504,53390,60573,63375,64369,61816,56143
4830.25,40118,44516,51141,48243,42533,38625,49502,55194,57873,60225,61275,53908,54853,58163,60225,46902,54227,46406,53324,62198,62949,66900,63492,56222
4860.25,40061,44710,47373,46849,44016,40459,51447,55908,62967,65271,64102,54955,53998,58435,61641,47329,54018,46831,53986,59731,62824,64861,60780,54682
4890.25,38504,41367,45814,45402,42016,39073,50427,54729,54800,58751,60386,52873,53055,56761,62406,45641,55337,47573,53933,59776,59704,61133,62345,54843
4920.25,39865,42973,48549,46139,41333,37890,49176,52531,56186,59286,59943,52620,52753,57163,59494,44178,52612,44478,51435,57882,58702,63580,61037,56163
4950.25,39318,43061,47139,46300,42296,38673,49631,53978,56786,60073,60618,53329,54365,55492,61067,47290,54816,46680,53100,58422,61373,62741,60239,55382
4980.25,39904,43739,45378,48010,42271,39357,49794,52033,54243,58712,59890,51641,52645,57376,60886,45598,54418,45088,52367,61800,59171,63829,59598,55135
5010.25,40108,41261,45522,43502,42955,38573,47790,52896,57925,58282,59002,51427,52202,54816,58149,43314,52953,44604,53029,57498,59818,63231,60033,54747
5040.25,39208,42737,47267,45533,42798,38276,48518,53700,57251,59861,59688,52692,53122,55441,59420,43178,53347,45169,51259,58429,62184,62802,59573,54294
5070.25,40102,42822,47106,47757,41524,39016,50765,57357,57837,60865,61045,53841,53575,58684,59253,44851,55708,46443,50747,59476,60061,62804,62053,54876
5100.25,39249,41694,49602,46012,40947,37808,49198,53598,53873,61104,57953,54373,52682,58739,62241,42231,52214,45843,51010,58837,58465,62610,59551,54476
5130.25,39939,45673,46802,43206,40959,38712,48200,52035,55702,58639,58069,51086,50963,54792,57867,41022,53422,45512,50649,57876,56706,60853,60935,53053
5160.25,41108,40982,46029,45190,40937,37314,48014,54763,57243,58218,58753,51563,52594,56796,59418,39206,52337,44565,50918,58300,57518,60873,58588,53131
5190.25,39639,40580,47441,45345,41873,38488,48924,53755,54596,56904,58418,52404,54037,55945,58529,39888,54324,44747,51116,58676,60531,61504,60043,53622
5220.25,38822,43635,45155,44308,41769,37784,49302,55361,59965,56667,59114,50831,53465,56849,59351,38508,51441,44073,50473,57973,59161,59145,58902,54884
5250.25,38065,44239,46992,45688,43020,39351,51425,54218,59982,59663,59224,51104,54067,56049,62637,40612,52643,44080,51678,59088,59961,64382,58775,53851
5280.25,40188,43955,47053,46904,41520,38127,50943,55251,54875,59335,58337,52131,53322,56755,61206,37739,52378,45375,50425,57039,57602,60857,59933,53329
5310.25,38906,41778,47327,44114,40206,37994,48463,53220,54537,57382,58718,50922,52084,55053,59051,36567,53151,43588,50582,56137,58443,61857,59155,53608
5340.25,39004,43304,48424,43835,41086,36812,49316,52882,56865,60047,58659,50273,53982,54688,57484,36667,51057,43592,49804,57310,59714,62243,58359,52814
5370.25,38878,45012,50173,47945,40945,38129,50733,52820,55873,61543,61639,51575,53716,54927,57975,38492,52616,44459,50192,57663,58671,61865,59620,53304
5400.25,39035,45082,47565,45627,42308,38520,47665,56165,55153,60137,59514,52588,52884,54398,60351,36216,53890,45188,50245,56594,57567,60369,60484,54906
5430.25,38822,40657,45780,45163,41024,38422,46533,52541,55455,58110,57661,51271,50416,54886,56341,34982,51106,42969,48863,55043,60094,59916,58739,52498
5460.25,40357,43084,47151,44171,40708,38169,48202,53755,57569,60508,61202,51616,52884,55033,60322,34376,52651,44031,48845,58024,57943,62049,59800,52627
